hour_index,hour_of_day,solar_kwh_per_mw,dc_ac_ratio,wind_kwh_per_wtg,location_name,latitude,longitude
0,0,0.0,1.45,1108.0383176282369,Coimbatore,11.0168,76.9558
1,1,0.0,1.45,910.9479986947686,Coimbatore,11.0168,76.9558
2,2,0.0,1.45,502.4819777128093,Coimbatore,11.0168,76.9558
3,3,0.0,1.45,410.0653022494319,Coimbatore,11.0168,76.9558
4,4,0.0,1.45,391.5418159693619,Coimbatore,11.0168,76.9558
5,5,0.0,1.45,167.66328921581635,Coimbatore,11.0168,76.9558
6,6,0.0,1.45,1194.1978606974792,Coimbatore,11.0168,76.9558
7,7,149.21694214876035,1.45,774.111130383305,Coimbatore,11.0168,76.9558
8,8,440.76446280991735,1.45,1609.3201061864415,Coimbatore,11.0168,76.9558
9,9,864.8553719008265,1.45,967.7350888147298,Coimbatore,11.0168,76.9558
10,10,899.2148760330579,1.45,318.9283451150033,Coimbatore,11.0168,76.9558
11,11,997.190082644628,1.45,344.151143276744,Coimbatore,11.0168,76.9558
12,12,991.7355371900828,1.45,579.7649174346909,Coimbatore,11.0168,76.9558
13,13,850.0826446280992,1.45,722.8559177444665,Coimbatore,11.0168,76.9558
14,14,618.8429752066116,1.45,648.3104458764842,Coimbatore,11.0168,76.9558
15,15,300.0619834710744,1.45,462.2634255966265,Coimbatore,11.0168,76.9558
16,16,147.12190082644628,1.45,980.3449804784732,Coimbatore,11.0168,76.9558
17,17,18.94504132231405,1.45,200.32997194316988,Coimbatore,11.0168,76.9558
18,18,0.0,1.45,0.0,Coimbatore,11.0168,76.9558
19,19,0.0,1.45,183.0914258078779,Coimbatore,11.0168,76.9558
20,20,0.0,1.45,257.89524631457755,Coimbatore,11.0168,76.9558
21,21,0.0,1.45,230.13986462788588,Coimbatore,11.0168,76.9558
22,22,0.0,1.45,0.0,Coimbatore,11.0168,76.9558
23,23,0.0,1.45,0.0,Coimbatore,11.0168,76.9558
24,0,0.0,1.45,0.0,Coimbatore,11.0168,76.9558
25,1,0.0,1.45,244.70475517736804,Coimbatore,11.0168,76.9558
26,2,0.0,1.45,713.9704381095553,Coimbatore,11.0168,76.9558
27,3,0.0,1.45,68.97161667303561,Coimbatore,11.0168,76.9558
28,4,0.0,1.45,0.0,Coimbatore,11.0168,76.9558
29,5,0.0,1.45,0.0,Coimbatore,11.0168,76.9558
30,6,0.0,1.45,0.0,Coimbatore,11.0168,76.9558
31,7,176.36363636363637,1.45,0.0,Coimbatore,11.0168,76.9558
32,8,239.93801652892563,1.45,0.0,Coimbatore,11.0168,76.9558
33,9,325.90909090909093,1.45,207.13864694364707,Coimbatore,11.0168,76.9558
34,10,596.5909090909091,1.45,208.6794290856806,Coimbatore,11.0168,76.9558
35,11,463.34710743801656,1.45,178.183296076089,Coimbatore,11.0168,76.9558
36,12,763.0165289256198,1.45,69.28929312317717,Coimbatore,11.0168,76.9558
37,13,1085.392561983471,1.45,70.73858947154426,Coimbatore,11.0168,76.9558
38,14,705.0,1.45,507.7138427398688,Coimbatore,11.0168,76.9558
39,15,756.4256198347108,1.45,933.061037564722,Coimbatore,11.0168,76.9558
40,16,454.7933884297521,1.45,1181.3410336996913,Coimbatore,11.0168,76.9558
41,17,36.91115702479339,1.45,690.5364372086758,Coimbatore,11.0168,76.9558
42,18,0.0,1.45,708.2092565666869,Coimbatore,11.0168,76.9558
43,19,0.0,1.45,592.5353999191738,Coimbatore,11.0168,76.9558
44,20,0.0,1.45,412.6657325596683,Coimbatore,11.0168,76.9558
45,21,0.0,1.45,1298.424843520727,Coimbatore,11.0168,76.9558
46,22,0.0,1.45,1478.7151393363197,Coimbatore,11.0168,76.9558
47,23,0.0,1.45,829.9031472420604,Coimbatore,11.0168,76.9558
48,0,0.0,1.45,597.3347708479257,Coimbatore,11.0168,76.9558
49,1,0.0,1.45,336.9253901253684,Coimbatore,11.0168,76.9558
50,2,0.0,1.45,469.49063373214295,Coimbatore,11.0168,76.9558
51,3,0.0,1.45,462.715385147529,Coimbatore,11.0168,76.9558
